ITEM,INSTALL,DISCIPLINE,SUBCONTRACTOR,TAG,SYSTEM,DESCRIPTION,LEVEL,PQT DW,PQT BW,GQE,OBS
10381,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA45,LIGHTING,EMC TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10382,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA46,LIGHTING,EMC TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10383,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA47,LIGHTING,EMC TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10384,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA48,LIGHTING,EMC TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10385,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA49,LIGHTING,EMC FLOODLIGHT LED - 18000lm 105W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10386,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA50,LIGHTING,EMC FLOODLIGHT LED - 18000lm 105W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10387,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA51,LIGHTING,EMC FLOODLIGHT LED - 18000lm 105W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10388,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA52,LIGHTING,EMC FLOODLIGHT LED - 18000lm 105W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10389,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA53,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10390,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA54,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10391,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA55,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10392,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA56,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10393,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA57,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10394,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA00.EA58,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10395,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA61,LIGHTING,EMC TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10396,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA64,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10397,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA65,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10398,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA66,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10399,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA67,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10400,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA68,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10401,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA69,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10402,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA70,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10403,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA71,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10404,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA72,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10405,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA73,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10406,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA74,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10407,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA75,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10408,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA76,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10409,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA77,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10410,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA78,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10411,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA79,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10412,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA80,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10413,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA81,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10414,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA82,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10415,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA83,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10416,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA84,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10417,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA85,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10418,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA86,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10419,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA87,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10420,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA88,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10421,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA89,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10422,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA90,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10423,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA91,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10424,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA92,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10425,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA93,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10426,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA94,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10427,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA95,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10428,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA96,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10429,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA97,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10430,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA98,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10431,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA00.EA99,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10432,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA00,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10433,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA01,LIGHTING,"DOWNLIGHT LED - 1000lm 10W      IP55 - 322x118mm, Ø166mm - EMERGENCY",1,,,,
10434,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA02,LIGHTING,"DOWNLIGHT LED - 1000lm 10W      IP55 - 322x118mm, Ø166mm - EMERGENCY",1,,,,
10435,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA03,LIGHTING,"ZONE 1 EX TECHNICAL LED - 2900lm 25,5W IP66/IP67 - 730x160x130mm - EMERGENCY",1,,,,
10436,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA04,LIGHTING,"ZONE 1 EX TECHNICAL LED - 2900lm 25,5W IP66/IP67 - 730x160x130mm - EMERGENCY",1,,,,
10437,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA05,LIGHTING,"ZONE 1 EX TECHNICAL LED - 2900lm 25,5W IP66/IP67 - 730x160x130mm - EMERGENCY",1,,,,
10438,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA06,LIGHTING,"ZONE 1 EX TECHNICAL LED - 2900lm 25,5W IP66/IP67 - 730x160x130mm - EMERGENCY",1,,,,
10439,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA07,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10440,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA08,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10441,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA09,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10442,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA10,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10443,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA11,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10444,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA12,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10445,PINE,ELE,Pine Inst y Montajes SAU,#HKF.BW41=743.AXC01-EA01.EA13,LIGHTING,EMC FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,1,,,,
10446,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA14,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10447,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA60,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,0,,,,
10448,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA61,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10449,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA62,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10450,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA63,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10451,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA64,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10452,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA65,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10453,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA66,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10454,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA70,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10455,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA72,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10456,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA80,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10457,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA81,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10458,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA82,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10459,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA83,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10460,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA84,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10461,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA85,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10462,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA86,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10463,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA87,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10464,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA88,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10465,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA89,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10466,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA90,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10467,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA91,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10468,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA01.EA92,LIGHTING,INDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10469,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA02,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10470,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA10,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10471,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA11,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10472,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA12,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10473,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA13,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10474,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA14,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10475,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA15,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10476,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA16,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10477,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA17,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10478,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA18,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10479,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA19,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10480,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA20,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10481,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA21,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10482,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA22,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10483,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA23,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10484,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA24,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10485,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA25,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10486,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA26,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10487,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA27,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10488,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA28,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10489,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA29,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10490,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA30,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10491,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA31,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10492,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA32,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10493,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA33,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10494,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA35,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
10495,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA36,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10496,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA37,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10497,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA38,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10498,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA39,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10499,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA40,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10500,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA41,LIGHTING,OUTDOOR FLOODLIGHT LED - 27000lm 140W IP66/IP67 - 505x395x150mm - EMERGENCY,JK,,,,
10501,99591,ELE,Cymi,#HKF.BW41=743.AXC01-EA02.EA42,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,JK,,,,
10502,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC01,LIGHTING,Junction Box 600x400x200-GRP,1,,,,
10503,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC02,LIGHTING,Junction Box 405x400x120-GRP,1,62,,,DW LETRAS GRUESAS
10504,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC03,LIGHTING,Junction Box 405x400x120-GRP,1,62,,,DW LETRAS GRUESAS
10505,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC04,LIGHTING,Junction Box 250x400x120-GRP,1,,,,
10506,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC05,LIGHTING,Junction Box 250x400x120-GRP,1,,,,
10507,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC06,LIGHTING,Junction Box 500x400x205-GRP,2,62,,,DW LETRAS GRUESAS
10508,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC07,LIGHTING,Junction Box 500x400x205-GRP,2,,,,
10509,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC08,LIGHTING,Junction Box 250x400x120-GRP,1,,,,
10510,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC09,LIGHTING,Junction Box 250x400x120-GRP,1,,,,
10511,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC10,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10512,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC11,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10513,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC12,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10514,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC13,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10515,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC14,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10516,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC15,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10517,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC16,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10518,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC17,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10519,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC18,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10520,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC19,LIGHTING,Junction Box 405x400x120-GRP,1,,,,
10521,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC20,LV,Junction Box - Surge Arrester,1,,,,
10522,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC21,LV,Junction Box - Surge Arrester,1,,,,
10523,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC22,LV,Junction Box - Surge Arrester,1,,,,
10524,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC23,LV,Junction Box - Surge Arrester,1,,,,
10525,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC24,LV,Junction Box - Surge Arrester,1,,,,
10526,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC25,LV,Junction Box - Surge Arrester,1,,,,
10527,99591,ELE,Cymi,#HKF.BW41=743.AXC01-UC26,LV,Junction Box - Surge Arrester,1,,,,
10528,99591,ELE,Cymi,#HKF.BW41=743.AXC02-EA00.EA01,LIGHTING,OUTDOOR TECHNICAL LED - 2500lm 18W IP67 - 730x153x115mm - EMERGENCY,1,,,,
