ITEM,INSTALL,DISCIPLINE,SUBCONTRACTOR,TAG,SYSTEM,DESCRIPTION,LEVEL,PQT DW,PQT BW,GQE,OBS
5207,,OTHER,Cymi,#HKF.BW41=712.PBB32-QM12,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5208,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB32-QM21,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5209,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB32-QM22,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5210,,OTHER,Cymi,#HKF.BW41=712.PBB33-QM11,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5211,,OTHER,Cymi,#HKF.BW41=712.PBB33-QM12,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5212,,OTHER,Cymi,#HKF.BW41=712.PBB33-QM21,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5213,,OTHER,Cymi,#HKF.BW41=712.PBB33-QM22,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5214,,OTHER,Cymi,#HKF.BW41=712.PBB34-QM11,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5215,,OTHER,Cymi,#HKF.BW41=712.PBB34-QM12,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5216,,OTHER,Cymi,#HKF.BW41=712.PBB34-QM21,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5217,,OTHER,Cymi,#HKF.BW41=712.PBB34-QM22,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5218,,OTHER,Cymi,#HKF.BW41=712.PBB35-QM11,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5219,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM11.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5220,,OTHER,Cymi,#HKF.BW41=712.PBB35-QM12,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5221,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM12.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5222,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB35-QM21,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5223,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM21.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5224,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB35-QM22,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5225,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM22.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5226,,OTHER,Cymi,#HKF.BW41=712.PBB35-QM31,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5227,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM31.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5228,,OTHER,Cymi,#HKF.BW41=712.PBB35-QM32,-,Fresh Water Cooling System - MOV On-Off,4,,,,
5229,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB35-QM32.PH01,PROCESS,MOV REMOTE CONTROL STATION,4,,,,
5230,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM11,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5231,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM11.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5232,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM12,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5233,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM12.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5234,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM21,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5235,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM21.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5236,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM22,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5237,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM22.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5238,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM31,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5239,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM31.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5240,,OTHER,Cymi,#HKF.BW41=712.PBB36-QM32,-,Fresh Water Cooling System - MOV On-Off,8,,,,
5241,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBB36-QM32.PH01,PROCESS,MOV REMOTE CONTROL STATION,5,,,,
5242,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM11,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5243,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM12,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5244,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM21,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5245,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM22,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5246,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM31,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5247,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM32,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5248,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM41,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5249,,OTHER,Cymi,#HKF.BW41=712.PBB37-QM42,-,Fresh Water Cooling System - MOV On-Off,7,,,,
5250,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM11,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5251,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM12,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5252,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM21,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5253,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM22,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5254,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM31,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5255,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM32,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5256,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM41,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5257,,OTHER,Cymi,#HKF.BW41=712.PBB38-QM42,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5258,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM11,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5259,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM12,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5260,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM21,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5261,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM22,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5262,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM31,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5263,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM32,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5264,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM41,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5265,,OTHER,Cymi,#HKF.BW41=712.PBB39-QM42,-,Fresh Water Cooling System - MOV On-Off,6,,,,
5266,,OTHER,Cymi,#HKF.BW41=712.PBB45-QM11,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5267,,OTHER,Cymi,#HKF.BW41=712.PBB45-QM12,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5268,,OTHER,Cymi,#HKF.BW41=712.PBB45-QM21,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5269,,OTHER,Cymi,#HKF.BW41=712.PBB45-QM22,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5270,,OTHER,Cymi,#HKF.BW41=712.PBB46-QM11,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5271,,OTHER,Cymi,#HKF.BW41=712.PBB46-QM12,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5272,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB46-QM21,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5273,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB46-QM22,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5274,,OTHER,Cymi,#HKF.BW41=712.PBB47-QM11,-,Fresh Water Cooling System - MOV On-Off,3,,,,
5275,,OTHER,Cymi,#HKF.BW41=712.PBB47-QM12,-,Fresh Water Cooling System - MOV On-Off,3,,,,
5276,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB47-QM21,-,Fresh Water Cooling System - MOV On-Off,3,,,,
5277,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB47-QM22,-,Fresh Water Cooling System - MOV On-Off,3,,,,
5278,,OTHER,Cymi,#HKF.BW41=712.PBB48-QM11,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5279,,OTHER,Cymi,#HKF.BW41=712.PBB48-QM12,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5280,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB48-QM21,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5281,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBB48-QM22,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5282,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC10-BF01,-,Fresh Water Cooling System - Flow Transmitter (Electromagnetic) - In Line,1,,,,
5283,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC10-BF01.PH01,-,REMOTE DISPLAY - FLOW TRANSMITTER (ELECTROMAGNETIC),1,,,,
5284,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC10-BP01,-,Pressure Transmitter,1,,,,
5285,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC10-BP02,-,Pressure Transmitter,1,,,,
5286,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC10-BP02.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5287,99591,OTHER,Cymi,#HKF.BW41=712.PBC10-GP01,-,Fresh Water Cooling Pump 1,1,,,,
5288,,OTHER,Cymi,#HKF.BW41=712.PBC10-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5289,,OTHER,Cymi,#HKF.BW41=712.PBC10-QM02,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5290,99591,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC10-UH02,EQUIPMENT,Fresh Water Cooling Pump - Terminal Box,1,,,,
5291,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC20-BF01,-,Fresh Water Cooling System - Flow Transmitter (Electromagnetic) - In Line,1,,,,
5292,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC20-BF01.PH01,-,REMOTE DISPLAY - FLOW TRANSMITTER (ELECTROMAGNETIC),1,,,,
5293,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC20-BP01,PROCESO,Pressure Transmitter,1,,,,
5294,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC20-BP02,-,Pressure Transmitter,1,,,,
5295,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC20-BP02.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5296,99591,OTHER,Cymi,#HKF.BW41=712.PBC20-GP01,-,Fresh Water Cooling Pump 2,1,,,,
5297,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC20-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5298,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC20-QM02,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5299,99591,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC20-UH02,EQUIPMENT,Fresh Water Cooling Pump - Terminal Box,1,,,,
5300,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC30-BF01,-,Fresh Water Cooling System - Flow Transmitter (Electromagnetic) - In Line,1,,,,
5301,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC30-BF01.PH01,-,REMOTE DISPLAY - FLOW TRANSMITTER (ELECTROMAGNETIC),1,,,,
5302,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC30-BP01,PROCESO,Pressure Transmitter,1,,,,
5303,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC30-BP02,-,Pressure Transmitter,1,,,,
5304,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC30-BP02.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5305,99591,OTHER,Cymi,#HKF.BW41=712.PBC30-GP01,-,Fresh Water Cooling Pump 3,1,,,,
5306,,OTHER,Cymi,#HKF.BW41=712.PBC30-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5307,,OTHER,Cymi,#HKF.BW41=712.PBC30-QM02,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5308,99591,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC30-UH02,EQUIPMENT,Fresh Water Cooling Pump - Terminal Box,1,,,,
5309,99591,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC40-BF01,-,Fresh Water Cooling System - Flow Transmitter (Electromagnetic) - In Line,1,,,,
5310,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC40-BF01.PH01,-,REMOTE DISPLAY - FLOW TRANSMITTER (ELECTROMAGNETIC),1,,,,
5311,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC40-BP01,PROCESO,Pressure Transmitter,1,,,,
5312,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC40-BP02,-,Pressure Transmitter,1,,,,
5313,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC40-BP02.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5314,99591,OTHER,Cymi,#HKF.BW41=712.PBC40-GP01,-,Fresh Water Cooling Pump 4,1,,,,
5315,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC40-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5316,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBC40-QM02,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5317,99591,EQUIPMENT,Pine Inst y Montajes SAU,#HKF.BW41=712.PBC40-UH02,EQUIPMENT,Fresh Water Cooling Pump - Terminal Box,1,,,,
5318,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD10-BP01,PROCESO,Pressure Transmitter,1,,,,
5319,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD10-BP02,PROCESO,Pressure Transmitter,1,,,,
5320,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD10-BT01,HVAC,Temperature Transmitter,1,,,,
5321,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD10-BT02,HVAC,Temperature Transmitter,1,,,,
5322,,OTHER,Cymi,#HKF.BW41=712.PBD10-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5323,,OTHER,Cymi,#HKF.BW41=712.PBD10-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5324,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BP01,-,Pressure Transmitter,1,,,,
5325,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BP01.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5326,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BP02,PROCESO,Pressure Transmitter,1,,,,
5327,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BT01,-,Temperature Transmitter,1,,,,
5328,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BT01.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5329,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BT02,-,Temperature Transmitter,1,,,,
5330,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-BT02.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5331,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD11-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5332,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-QM01.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5333,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD11-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5334,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD11-QM02.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5335,99591,OTHER,Cymi,#HKF.BW41=712.PBD11-QN01,-,Fresh Water Cooling System - MOV Control (3 Way Mixing),1,,,,
5336,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD20-BP01,PROCESO,Pressure Transmitter,1,,,,
5337,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD20-BP02,PROCESO,Pressure Transmitter,1,,,,
5338,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD20-BT01,HVAC,Temperature Transmitter,1,,,,
5339,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD20-BT02,HVAC,Temperature Transmitter,1,,,,
5340,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD20-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5341,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD20-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5342,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BP01,-,Pressure Transmitter,1,,,,
5343,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BP01.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5344,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BP02,PROCESO,Pressure Transmitter,1,,,,
5345,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BT01,-,Temperature Transmitter,1,,,,
5346,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BT01.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5347,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BT02,-,Temperature Transmitter,1,,,,
5348,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-BT02.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5349,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD21-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5350,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-QM01.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5351,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD21-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5352,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD21-QM02.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5353,99591,OTHER,Cymi,#HKF.BW41=712.PBD21-QN01,-,Fresh Water Cooling System - MOV Control (3 Way Mixing),1,,,,
5354,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD30-BP01,PROCESO,Pressure Transmitter,1,,,,
5355,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD30-BP02,PROCESO,Pressure Transmitter,1,,,,
5356,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD30-BT01,HVAC,Temperature Transmitter,1,,,,
5357,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD30-BT02,HVAC,Temperature Transmitter,1,,,,
5358,,OTHER,Cymi,#HKF.BW41=712.PBD30-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5359,,OTHER,Cymi,#HKF.BW41=712.PBD30-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5360,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BP01,-,Pressure Transmitter,1,,,,
5361,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BP01.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5362,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BP02,PROCESO,Pressure Transmitter,1,,,,
5363,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BT01,-,Temperature Transmitter,1,,,,
5364,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BT01.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5365,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BT02,-,Temperature Transmitter,1,,,,
5366,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-BT02.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5367,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD31-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5368,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-QM01.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5369,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD31-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5370,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD31-QM02.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5371,99591,OTHER,Cymi,#HKF.BW41=712.PBD31-QN01,-,Fresh Water Cooling System - MOV Control (3 Way Mixing),1,,,,
5372,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD40-BP01,PROCESO,Pressure Transmitter,1,,,,
5373,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD40-BP02,PROCESO,Pressure Transmitter,1,,,,
5374,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD40-BT01,HVAC,Temperature Transmitter,1,,,,
5375,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD40-BT02,PROCESO,Temperature Transmitter,1,,,,
5376,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD40-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5377,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD40-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5378,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BP01,-,Pressure Transmitter,1,,,,
5379,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BP01.PH01,-,REMOTE DISPLAY - PRESSURE TRANSMITTER,1,,,,
5380,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BP02,-,Pressure Transmitter,1,,,,
5381,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BT01,-,Temperature Transmitter,1,,,,
5382,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BT01.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5383,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BT02,-,Temperature Transmitter,1,,,,
5384,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-BT02.PH01,-,REMOTE DISPLAY - TEMPERATURE TRANSMITTER (THERMOWELL),1,,,,
5385,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD41-QM01,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5386,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-QM01.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5387,,OTHER,Dragados Offshore S.A.U.,#HKF.BW41=712.PBD41-QM02,-,Fresh Water Cooling System - MOV On-Off,1,,,,
5388,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBD41-QM02.PH01,-,MOV REMOTE CONTROL STATION,1,,,,
5389,99591,OTHER,Cymi,#HKF.BW41=712.PBD41-QN01,-,Fresh Water Cooling System - MOV Control (3 Way Mixing),1,,,,
5390,,OTHER,Cymi,#HKF.BW41=712.PBX01-QM01,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5391,,OTHER,Cymi,#HKF.BW41=712.PBX01-QM02,-,Fresh Water Cooling System - MOV On-Off,2,,,,
5392,99591,OTHER,Cymi,#HKF.BW41=712.PBX01-UH01,-,Fresh Water Cooling Degassing Unit - Local Control Panel,2,,,,
5393,99591,PIPING,Pine Inst y Montajes SAU,#HKF.BW41=712.PBX02-BF01,PIPING,Fresh Water Cooling System - Flow Transmitter (Electromagnetic) - In Line,9,,,,
5394,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBX02-BL10,PROCESS,Level Transmitter (Radar),10,,,,
5395,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBX02-BL10.PH01,PROCESS,REMOTE DISPLAY - LEVEL TRANSMITTER (RADAR),10,,,,
5396,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBX02-BL20,PROCESS,Level Transmitter (Radar),10,,,,
5397,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=712.PBX02-BL20.PH01,PROCESS,REMOTE DISPLAY - LEVEL TRANSMITTER (RADAR),10,,,,
5398,,OTHER,Cymi,#HKF.BW41=712.PBX02-QM01,-,Fresh Water Cooling System - MOV On-Off,9,,,,
5399,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=721.GDK01-BP01,-,Pressure Transmitter,5,,,,
5400,,OTHER,Cymi,#HKF.BW41=721.GDK01-QM01,-,Technical Water System - MOV On-Off,5,,,,
5401,99591,OTHER,Cymi,#HKF.BW41=721.GDK01-UH01,-,Hydrophore Unit - Local Control Panel,5,,,,
5402,99591,PIPING,Pine Inst y Montajes SAU,#HKF.BW41=721.GDK02-BF01,PIPING,Interphase Bunker Station & Refilling Top Station - Flow Transmitter (Electromagnetic) - In Line,2,,,,
5403,PINE,INS,Pine Inst y Montajes SAU,#HKF.BW41=721.GDK02-BF01.PH01,PROCESS,REMOTE DISPLAY - FLOW TRANSMITTER (ELECTROMAGNETIC),1,,,,
